oreder_shipping_Id,Order_id,Shipping_address_id,Full_address,State,City,Zip_code
1150,1150,230,"05530 Christopher Creek
Davidtown, TX 43933",Illinois,Nicoleborough,73769
1151,1151,384,"446 Lee Dam Suite 961
Port Thomas, MI 63580",Maryland,East Robertmouth,62730
1152,1152,1487,"06056 Bobby Course Apt. 200
East Brianbury, DE 97550",Georgia,Paulaburgh,10556
1153,1153,2,"4786 David Trafficway
South Andrew, WA 95735",Pennsylvania,East Joshuachester,64803
1154,1154,770,"23599 Gabriela Walk
South Christopherborough, FL 91723",Tennessee,South Kendrashire,51260
1155,1155,1047,"349 Jennifer Route
Port Jessicaland, AK 03010",Kentucky,Audreyhaven,43504
1156,1156,128,"42642 Harris Ports
West Wendyville, WV 23092",Alaska,Clinehaven,45235
1157,1157,1005,"1298 Bush Common
South Amberside, MD 38023",Montana,Elizabethshire,77922
1158,1158,188,"5591 Craig Shores
Fisherfort, MN 56242",South Dakota,East Laurenmouth,54958
1159,1159,261,"792 Tammy Ports
South Gina, MI 69123",New Jersey,New Joshuafort,25586
1160,1160,1323,"13704 Jacob Square Apt. 063
Lake Edward, LA 93469",Texas,Williammouth,58900
1161,1161,191,"Unit 1861 Box 1457
DPO AE 87365",Nebraska,East Ashley,84528
1162,1162,132,"64236 Catherine Centers
Cassiefort, KS 79494",Hawaii,Hollyborough,16842
1163,1163,974,"8388 Rodriguez Roads Apt. 695
North Dianechester, SC 16704",New Mexico,Port Amandaside,17366
1164,1164,235,"8724 Renee Stravenue
Port Shawn, NC 32156",Nevada,Bruceborough,55682
1165,1165,538,"4802 Megan Key
North James, ID 23882",Rhode Island,North Monica,38131
1166,1166,820,"412 Lindsey Lodge Apt. 927
West James, DC 36523",Washington,New Michael,24478
1167,1167,632,"828 Justin Fall Suite 954
Jeffreymouth, GA 84700",Virginia,Meganside,80456
1168,1168,64,"923 York Port
Wallsstad, KS 56884",North Carolina,Gayborough,85293
1169,1169,824,"883 Juan Shoal
Allenport, ND 03101",Mississippi,Wrightland,51892
1170,1170,399,"25055 Sullivan Run
Juliafort, OR 94165",Alaska,Rossburgh,13229
1171,1171,828,"7321 Tucker Greens Apt. 014
New Paul, AL 13253",Arizona,Port Donald,8252
1172,1172,397,"978 Francis Motorway
East Jillport, UT 76756",Maine,Beckermouth,21005
1173,1173,819,"048 Jason Flats
Stephaniefort, MA 99197",California,Hornmouth,55862
1174,1174,198,"9795 Reyes Summit
West Melanie, RI 17746",Wisconsin,East Donaldburgh,87248
1175,1175,1147,"830 James Route
Millerfort, OH 58862",Oklahoma,Lake Sabrinaberg,11824
1176,1176,255,"USCGC Brooks
FPO AE 93778",Delaware,East Johnathan,22945
1177,1177,233,"2703 Jose Lane
Port Caitlinstad, WV 71362",Oklahoma,Lake Heathermouth,96521
1178,1178,727,"51763 Kirk Key
Richardschester, SD 82279",Idaho,West Douglasbury,9574
1179,1179,1020,"PSC 9346, Box 5924
APO AP 58320",Kentucky,Yoderport,73160
1180,1180,44,"605 Contreras Shore
Williamsfort, IN 09603",New York,Stevenshire,71502
1181,1181,442,"306 Mitchell Valleys Suite 157
Palmerstad, MD 19557",Pennsylvania,North Lauraside,80344
1182,1182,506,"7520 Patricia Dale Suite 449
New Savannah, LA 64195",Wisconsin,South Parkermouth,36071
1183,1183,516,"8559 Craig Fords Apt. 045
Fernandezfort, IL 22399",Tennessee,South Jamie,56529
1184,1184,1357,"Unit 6082 Box 0952
DPO AE 07859",Florida,North Kimberly,3951
1185,1185,574,"Unit 1880 Box 9261
DPO AA 47303",Ohio,East Megan,79091
1186,1186,906,"45596 Gillespie Lock
Bryanstad, AR 28561",Nebraska,Theodoreland,33618
1187,1187,1406,"559 Stephen Crossroad Suite 065
Williamsside, MA 41364",Rhode Island,West Juan,77659
1188,1188,1104,"USNS Jennings
FPO AP 76729",Georgia,Lake Robinville,49403
1189,1189,1169,"33935 Jack Ports
Tuckerchester, NY 93008",Georgia,Nguyenborough,85755
1190,1190,542,"0619 James View Suite 283
Lake Juliabury, NY 72550",Hawaii,North Julie,75761
1191,1191,693,"80986 Steven Fields
Gloriashire, HI 33039",Utah,Lake Austin,43160
1192,1192,883,"8582 Joshua Club
Michaelmouth, ND 73548",Mississippi,Sonyaton,35751
1193,1193,101,"232 Jacob Views Suite 238
New Jenniferport, MN 13183",California,North Cheryl,80888
1194,1194,648,"2523 Wright Brook Apt. 612
Lake Sharonbury, OR 53795",Kansas,Prattport,61477
1195,1195,117,"0198 Samantha Ferry Apt. 456
Port Bethany, MI 76590",California,Jasonburgh,76762
1196,1196,1466,"7225 Melissa Villages
Briggsport, CA 46214",North Dakota,North Candice,66751
1197,1197,613,"759 Peters Cliff
Barbaraborough, HI 91645",Tennessee,Taraland,4819
1198,1198,1216,"7652 Harris Crest
Debbieshire, MD 06260",Kentucky,North Nicole,38757
1199,1199,78,"494 Carroll Well
Collinsburgh, MI 71710",Massachusetts,Washingtonside,7378
1200,1200,955,"9563 Kayla Plaza
West Gregoryton, OK 93583",Maryland,East Sean,93878
